PSC.0177	PSC.0186	PSC.0202	PSC.0203	PSC.0209	PSC.0219	PSC.0230	PSC.0149	PSC.0174	PSC.0187	PSC.0188	PSC.0190	PSC.0228	PSC.0231
g23716.t2	0	2	2	0	0	2	14	0	0	67	10	0	4	3
g198.t1	1	1	2	0	0	0	22	1	0	4	0	0	0	0
g20645.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g6378.t1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
g22733.t2	21	25	36	31	10	20	22	7	11	93	22	2	76	53
g10912.t1	2	2	11	16	0	30	82	0	1	41	18	1	25	24
g16948.t2	0	6	9	7	0	0	16	7	0	2	4	0	13	0
g4453.t1	0	0	3	0	0	0	5	3	0	0	1	0	1	0
g7964.t1	10	55	55	91	13	18	29	3	2	8	47	4	15	79
g3660.t2	0	0	20	0	28	0	22	23	0	33	0	0	6	50
g10464.t4	15	5	0	13	17	9	0	21	0	34	12	9	0	10
g3866.t1	87	102	115	85	35	61	184	71	63	101	145	60	105	113
g1276.t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g23159.t1	0	0	0	0	0	0	1	0	0	1	22	1	12	1
g1225.t1	3	0	0	5	0	5	9	0	1	34	10	0	22	11
g12925.t1	85	111	104	79	75	101	92	81	19	125	118	18	62	74
g14971.t2	52	9	77	24	62	17	59	32	105	98	101	320	135	70
g19843.t1	24	8	7	5	0	8	13	10	6	11	3	4	7	2
g19299.t1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
g20302.t1	19	34	41	25	12	47	36	20	12	12	23	7	13	6
g2804.t1	47	101	66	69	76	37	83	26	7	12	17	3	9	6
g10843.t1	5	4	8	13	7	3	6	2	0	4	2	1	3	0
g20796.t1	4	12	3	14	1	14	22	4	2	7	4	4	12	3
g7869.t1	16	28	15	21	8	26	62	5	9	44	21	6	31	1
g15194.t1	8	3	0	6	0	1	4	10	8	9	7	9	7	5
g12196.t1	5630	6449	7329	6265	3989	7415	7873	5225	4993	2712	3155	2762	3410	2693
g2246.t1	19	46	25	33	1	27	39	13	2	20	18	3	10	4
g3565.t2	76	297	353	240	305	108	434	220	88	341	229	0	219	73
g6971.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g13488.t1	33	60	70	24	23	36	48	34	12	16	13	5	11	0
g7438.t1	19	33	17	21	29	21	62	13	6	27	19	5	12	8
g15105.t2	0	0	0	0	0	0	0	4	0	0	0	0	0	0
g19504.t1	34	22	29	28	51	25	43	36	85	30	28	29	50	28
g23100.t1	44	424	578	330	307	135	186	256	33	119	80	301	138	246
g2646.t1	25	70	148	52	10	23	136	42	6	26	20	13	15	2
g7900.t1	142	127	150	114	139	146	178	78	76	111	123	20	154	52
g22007.t1	0	0	0	1	0	0	0	0	0	0	0	2	0	0
g11058.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g1353.t1	4	12	6	21	12	16	14	5	3	10	12	2	5	12
g1650.t1	2	3	0	4	0	0	4	3	1	96	92	3	140	27
g23922.t1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
g7743.t1	2019	1362	1253	1447	1610	1734	2337	1567	732	367	1040	532	801	656
g21667.t1	99	94	117	102	131	130	168	120	38	33	97	14	71	56
g12553.t1	1	12	1	8	3	5	17	2	5	1	3	0	3	0
g2457.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g11267.t1	8	3	5	27	9	22	14	0	1	57	27	0	27	45
g2309.t1	0	0	0	0	0	0	0	0	2	1	0	0	0	0
g2820.t2	9	0	30	38	0	5	58	11	26	13	49	2	9	29
g10691.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g18301.t1	219	175	145	191	56	144	211	129	112	146	130	56	138	74
g1542.t1	0	1	1	3	11	3	4	15	1	4	1	10	2	3
g19643.t1	132	167	133	130	190	131	174	150	46	161	112	60	145	105
g15663.t1	0	0	0	0	0	1	0	0	0	0	0	0	3	0
g22862.t1	7	11	18	12	7	10	12	3	5	1	11	2	12	15
g12694.t1	0	0	4	2	9	1	0	3	1	59	10	1	6	9
g13731.t1	29	56	49	31	35	42	45	8	2	15	16	2	14	2
g21853.t1	126	163	111	109	104	174	199	97	947	207	162	1660	414	274
g11764.t1	2	0	0	0	0	3	7	0	0	3	3	1	2	0
g12405.t1	79	76	87	73	131	87	110	32	39	35	34	13	13	17
g7921.t1	4	19	24	16	11	16	35	1	1	32	17	6	33	11
g7526.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
g20728.t1	102	150	217	101	154	154	249	60	55	37	128	8	35	79
g17659.t1	1	1	15	0	1	1	14	2	6	31	7	6	10	3
g14030.t1	0	1	2	0	0	0	0	2	0	0	0	0	0	0
g18169.t1	1	1	3	3	1	0	0	0	0	0	0	0	0	0
g12143.t1	3	1	2	5	13	1	4	19	515	91	37	1387	427	260
g11844.t1	123	95	68	70	119	60	94	119	275	119	153	149	161	142
g5035.t1	0	0	0	2	0	0	0	0	0	2	1	0	0	0
g20336.t1	1	0	21	5	0	2	0	48	34	79	28	48	76	29
g21440.t1	38	21	28	13	25	19	36	19	5	4	11	9	11	3
g3589.t1	18	31	137	117	14	43	134	13	10	16	11	2	12	3
g6252.t1	6	3	1	0	4	3	3	3	0	0	0	0	1	0
g17076.t1	213	172	193	202	234	143	236	137	113	229	178	111	218	150
g21693.t1	17	53	61	53	37	37	54	17	8	35	41	1	16	18
g19009.t2	0	17	9	0	0	0	56	0	0	0	39	0	17	0
g12535.t1	35	66	63	58	39	47	66	36	104	17	15	13	30	12
g8259.t1	0	2	2	0	0	4	0	2	4	4	1	0	12	0
g10329.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g473.t1	1	3	3	7	0	9	6	0	2	5	9	3	42	3
g13640.t2	65	160	141	149	2	92	212	11	33	107	184	57	98	68
g790.t1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g13698.t1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
g21092.t1	0	2	0	9	0	11	1	2	3	22	8	1	11	0
g18840.t1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g21508.t1	7	4	14	3	0	17	4	0	1	12	5	0	8	8
g4635.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g21110.t2	0	0	5	4	3	0	20	0	0	21	6	2	0	3
g1430.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g22595.t1	0	0	0	2	0	0	0	0	0	2	0	0	0	0
g17611.t1	8	56	11	28	31	40	19	2	5	112	35	4	59	37
g10883.t1	432	641	722	687	428	667	883	48	43	10	10	14	8	3
g23671.t1	0	3	0	2	0	2	6	4	0	17	7	0	8	3
g19691.t1	0	1	0	0	0	0	5	0	0	7	0	0	4	0
g21057.t1	29	44	21	32	16	26	55	17	12	23	14	6	34	14
g22374.t1	14	0	0	1	0	2	1	0	0	5	17	1	0	2
g850.t1	119	81	96	66	70	76	115	105	69	75	71	62	81	67
g5964.t1	3	3	0	9	8	2	8	3	0	19	19	1	0	27
g21849.t1	141	117	162	73	176	133	173	44	53	58	65	11	34	7
g6316.t1	53	56	17	60	33	61	166	3	23	137	114	14	108	177
g1983.t1	788	576	855	434	575	913	670	345	178	317	205	109	220	232
g3008.t1	36	47	101	119	31	43	136	95	274	148	171	350	391	128
g3716.t1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g15152.t1	18	38	29	57	73	37	49	0	9	88	51	1	22	71
g3045.t1	82	66	83	60	30	73	105	84	133	119	217	111	198	161
g8633.t1	117	158	168	141	77	122	154	47	40	61	71	13	43	33
g23804.t2	209	94	140	129	118	255	215	252	257	165	136	221	247	265
g4287.t1	60	61	43	27	43	31	81	21	56	23	15	11	10	16
g1873.t1	197	224	280	262	192	226	473	77	53	131	158	25	125	45
g14575.t1	0	0	0	0	0	2	2	1	1	1	9	0	0	14
g3419.t1	0	2	0	0	0	0	0	5	0	0	0	0	0	0
g5026.t1	145	143	199	147	90	182	258	100	27	66	115	48	89	52
g3481.t1	5	5	10	0	4	0	4	4	2	19	0	2	0	0
g20238.t1	26	49	39	28	38	40	63	6	10	20	16	0	8	3
g7446.t1	68	179	20	5	108	0	103	39	12	161	11	5	398	266
g4035.t1	145	169	264	180	88	153	232	279	163	207	234	180	200	174
g13801.t2	74	41	85	63	84	19	72	49	79	45	54	29	27	35
g12480.t1	82	241	164	163	210	185	259	49	30	42	49	13	51	21
g14600.t1	6	0	0	6	14	0	0	0	0	17	0	0	4	0
g17532.t1	60	146	227	75	194	58	178	142	237	198	107	240	186	184
g18688.t1	70	141	105	90	98	164	175	39	42	72	76	10	32	68
g3989.t1	6	17	9	7	0	23	30	36	9	13	10	3	14	3
g22935.t1	25	44	42	24	31	32	66	56	7	21	24	7	18	8
g535.t1	2	0	0	0	0	1	1	0	0	9	5	1	0	0
g12145.t1	352	254	413	284	31	347	499	2303	3894	940	834	5962	1934	2003
g21058.t1	15	62	47	23	8	26	75	23	11	45	35	11	19	18
g16902.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g6301.t1	166	226	184	219	330	203	299	50	60	50	93	18	90	59
g4072.t2	189	276	193	139	325	178	261	200	349	164	273	143	333	309
g4336.t1	128	219	190	188	160	188	364	104	96	128	135	70	157	71
g9123.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g15679.t1	9	7	13	32	0	58	14	6	7	365	271	3	59	430
g20818.t1	3	1	0	2	0	9	6	5	0	1	1	0	1	1
g12756.t1	87	77	102	62	103	81	83	69	90	47	55	18	45	25
g16681.t1	0	0	4	0	0	0	8	0	1	0	0	0	1	0
g22380.t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g8659.t1	211	132	196	124	160	153	302	26	29	43	61	22	116	16
g1626.t1	99	59	96	95	69	128	105	48	50	24	24	9	24	10
g1770.t1	78	248	272	106	116	92	234	75	39	118	100	63	113	97
g20245.t1	18	23	14	8	1	10	46	22	37	28	27	40	15	15
g13185.t1	210	478	319	215	483	430	252	277	172	97	70	173	235	206
g5094.t1	16	12	14	9	27	7	14	14	17	15	11	0	13	13
g4597.t1	12	4	0	0	18	2	2	0	7	9	0	1	6	1
g20800.t1	1	16	11	12	0	6	41	3	2	12	7	2	12	6
g10349.t1	33	32	59	30	29	6	12	0	18	20	6	10	7	4
g3383.t1	41	50	40	44	33	46	55	34	19	45	38	8	22	15
g23870.t1	1	2	1	0	7	3	10	4	0	3	2	0	1	2
g23338.t1	584	773	481	445	595	293	1034	528	317	785	597	270	533	691
g8276.t1	52	47	35	22	28	34	82	13	39	43	35	6	90	25
g3396.t1	33	24	32	36	60	31	18	7	0	32	10	23	19	43
g15783.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g9188.t1	64	65	73	55	74	75	72	68	56	34	36	22	54	18
g23053.t1	157	256	205	151	317	179	510	20	41	23	24	31	9	10
g5106.t1	144	88	154	67	204	135	166	621	564	938	632	613	967	495
g22848.t2	0	1	0	2	0	0	0	0	0	0	1	0	0	0
g15440.t1	0	6	4	2	0	10	11	1	4	163	9	3	36	4
g17430.t1	97	94	94	52	139	109	128	108	77	57	48	57	90	57
g10746.t2	457	485	1118	586	896	1439	1247	490	299	647	627	552	704	652
g23972.t1	0	0	0	1	6	0	0	0	0	0	0	0	0	0
g6265.t1	153	204	235	188	110	214	207	80	26	177	120	16	70	51
g9602.t1	0	0	0	1	2	0	0	0	0	0	0	0	0	0
g6214.t1	57	286	76	58	43	67	262	99	332	122	168	357	309	211
g15796.t1	41	65	54	56	111	123	167	41	31	59	45	9	87	8
g8995.t1	12	10	7	12	2	21	17	6	14	76	25	2	43	21
g14034.t1	23	18	26	13	9	33	30	9	2	7	8	3	7	1
g13699.t1	7	26	33	40	12	16	62	4	2	8	7	3	4	0
g23392.t1	5	0	0	1	0	0	0	0	1	1	3	0	2	0
g11483.t1	0	0	1	0	0	0	2	0	0	0	0	0	0	0
g11116.t2	68	99	85	75	120	100	231	86	56	45	91	112	127	71
g20678.t1	7	11	10	12	17	4	17	3	0	6	4	0	3	2
g9201.t1	0	0	0	0	0	0	0	0	0	1	2	0	1	3
g3981.t1	156	333	329	227	295	206	415	333	213	340	228	163	274	147
g23023.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
g4590.t1	8	4	34	50	2	10	58	3	0	6	6	1	8	3
g11268.t1	750	980	1019	704	478	772	609	875	834	956	806	853	979	848
g717.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g12199.t1	416	117	480	465	395	163	335	2655	2708	1297	1246	2481	2852	1072
g22028.t1	39	107	73	57	77	70	96	19	7	15	19	10	25	25
g11560.t1	78	147	112	105	171	111	147	106	76	73	73	34	99	39
g8602.t4	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g15998.t1	3	0	0	7	0	0	0	0	0	9	14	0	2	0
g13705.t1	183	205	185	217	157	184	223	42	10	49	89	14	42	79
g23205.t1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
g18894.t1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g21872.t1	2	0	0	1	0	0	0	0	0	0	0	0	0	0
g4146.t1	127	139	113	107	125	152	213	94	67	49	57	35	73	55
g12801.t1	1085	1148	1545	605	1412	531	1195	1006	942	3314	1914	1602	1168	790
g8506.t1	3	14	6	16	18	8	27	6	7	3	7	1	2	1
g5370.t2	0	0	0	0	0	0	29	0	0	0	0	0	0	0
g3763.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g9934.t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g12145.t2	321	39	25	0	524	29	106	768	520	1023	960	1441	1740	306
g23969.t1	0	0	0	0	0	0	6	0	0	1	0	0	0	0
g17119.t1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
g6328.t1	202	1179	708	309	494	100	666	235	153	11	108	48	82	37
g1204.t1	55	37	59	46	38	68	104	19	8	31	14	1	28	29
g11398.t3	12	0	5	23	0	0	7	0	0	51	20	4	13	0
g21831.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g3363.t1	168	175	176	138	277	149	239	197	196	177	184	183	256	213
g14506.t1	96	56	72	65	32	69	113	28	39	26	18	3	18	7
g16067.t2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
g17354.t1	92	41	102	78	57	85	121	61	28	33	39	13	41	20
g3696.t1	5	1	3	9	3	9	4	2	1	146	65	1	37	110
g13223.t1	0	0	1	3	0	0	1	0	2	0	0	0	11	0
g4122.t1	65	55	68	35	45	44	77	32	54	27	43	43	68	30
g1991.t1	0	0	0	1	1	0	0	0	1	0	0	0	4	0
g12225.t1	252	323	383	247	296	209	374	147	259	163	163	106	220	95
g17402.t1	49	148	117	81	82	89	158	41	21	148	94	61	94	76
g23512.t1	56	40	24	19	140	30	36	20	9	13	11	2	2	2
g12376.t1	10	10	17	22	10	13	16	6	16	8	10	1	8	12
g3700.t1	0	0	0	1	0	2	6	0	0	21	9	0	5	14
g19555.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g7931.t1	3	5	4	1	3	2	5	3	1	0	0	1	1	0
g1432.t2	591	416	569	464	493	620	755	3755	2969	1286	1827	3625	2891	2822
g15848.t1	22	19	27	53	30	15	50	2	23	68	20	5	25	5
g2110.t1	7	0	0	0	0	0	43	0	0	0	0	0	0	0
g14763.t1	0	1	4	5	0	0	1	4	1	3	1	3	6	0
g6656.t1	562	511	361	416	285	413	447	2802	723	830	1638	3639	2940	4313
g7857.t1	3881	8298	17336	6327	5642	1952	6212	1495	422	38	142	566	48	56
g15969.t1	2	1	0	0	0	0	0	1	0	0	0	1	0	0
g21135.t2	170	238	340	314	0	227	427	175	164	477	335	142	355	92
g7812.t1	103	99	77	83	113	135	122	81	44	40	54	22	58	18
g1917.t3	17	19	35	9	32	0	18	6	3	1	16	0	3	0
g8575.t1	0	0	0	0	0	0	1	0	2	0	0	4	1	0
g16725.t1	0	0	1	0	0	4	0	3	0	8	0	0	3	0
g18252.t1	0	0	2	0	0	0	1	0	1	1	0	0	0	0
g19334.t1	0	0	0	1	0	1	1	1	0	1	0	0	5	0
g13678.t1	4	3	18	3	29	10	6	15	51	87	34	0	9	132
g2033.t2	0	0	0	21	10	0	0	10	0	0	43	0	10	10
g8656.t1	34	51	81	141	24	98	48	26	126	31	21	10	15	11
g21204.t1	9	6	31	56	33	111	43	17	12	89	32	8	187	17
g11805.t1	113	285	175	205	138	123	119	127	73	200	129	71	165	69
g6502.t1	15	4	0	0	0	192	2	8	5	5002	155	1	807	210
g23599.t1	0	0	0	4	0	1	3	3	0	0	0	0	0	0
g19300.t1	240	362	379	138	43	346	506	106	73	37	34	17	9	30
g5942.t1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g10903.t1	1	5	1	11	0	0	11	1	4	4	13	0	11	6
g20938.t1	0	6	0	0	0	0	5	1	0	0	4	0	0	0
g18771.t1	215	316	372	216	145	288	425	276	271	300	234	184	362	300
g20739.t1	54	18	33	25	85	24	42	40	16	19	21	4	17	15
g4428.t1	28	19	24	12	32	23	38	14	29	394	191	36	71	160
g11578.t1	345	457	554	471	383	358	526	239	263	244	278	63	258	177
g6302.t1	8	11	15	6	18	9	26	5	2	8	5	3	4	3
g17984.t2	0	99	128	80	95	92	188	54	25	58	91	14	54	66
g16806.t1	159	280	211	154	226	165	251	133	116	127	158	58	178	103
g19121.t1	7	5	7	0	0	4	11	2	3	1	5	0	7	5
g13018.t1	20	8	6	4	11	5	17	4	5	46	5	2	13	15
g22661.t1	4	5	8	18	20	14	5	7	13	1	13	45	9	15
g3424.t1	0	2	0	0	0	0	0	0	1	0	0	0	0	0
g20618.t1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g11147.t2	58	67	111	80	3	47	83	55	26	158	84	4	22	62
g14386.t1	625	509	667	570	927	764	430	113	122	21	154	37	5	11
g4954.t1	23	31	27	35	28	30	64	24	5	12	15	8	17	18
g3124.t1	0	3	1	0	0	0	4	1	1	4	4	0	4	0
g6610.t5	0	0	0	5	0	0	0	12	0	79	21	0	36	0
g7823.t1	32	26	27	16	14	13	26	4	9	4	3	2	8	5
g14539.t1	267	322	403	234	108	392	467	146	82	56	66	21	79	35
g19335.t3	20	0	24	10	0	10	16	0	11	154	33	0	11	0
g14039.t5	0	0	0	0	12	0	0	0	0	0	0	0	0	0
g14098.t1	0	0	19	33	0	0	64	3	2	214	201	40	119	194
g8202.t1	10	6	1	1	19	9	8	3	1	17	14	0	6	51
g12443.t1	1	0	3	1	0	5	0	1	0	4	1	0	1	0
g8027.t1	136	364	204	165	573	101	267	12	53	147	138	59	130	53
g6259.t1	65	69	34	31	73	37	75	31	65	102	47	75	96	56
g10443.t5	5	38	8	47	55	9	68	19	0	78	68	17	69	49
g11651.t1	12	22	64	31	12	16	8	6	51	10	52	18	35	0
g1857.t1	2	2	0	1	0	1	0	0	0	3	0	1	1	0
g20522.t1	122	163	141	126	140	144	201	154	156	126	192	174	277	226
g16778.t1	13	19	9	13	8	11	17	7	10	14	17	1	15	2
g10151.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g22022.t1	12	8	17	22	17	14	14	529	496	204	1119	4509	2313	4206
g20890.t1	0	2	1	4	0	5	1	3	2	0	3	4	1	0
g1920.t1	192	163	148	142	138	136	204	250	303	207	221	300	462	200
g8302.t1	0	3	0	1	0	4	4	0	0	2	1	0	0	0
g10874.t1	0	0	2	8	26	7	0	0	5	5	2	10	6	3
g1813.t2	162	255	291	225	0	295	445	136	99	163	267	62	200	112
g23670.t1	4	0	4	2	0	58	1	1	0	607	22	1	72	12
g15730.t1	220	154	208	182	190	185	173	188	200	164	143	171	230	142
g5515.t1	4	5	5	1	0	6	5	0	7	1	10	5	16	18
g3574.t1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
g9430.t1	10	13	26	21	15	9	20	2	2	3	1	1	2	1
g3299.t2	0	0	0	0	0	9	19	0	0	0	0	0	0	0
g23562.t1	59	68	41	23	63	32	45	73	150	95	45	95	64	73
g6059.t1	2635	1373	3819	454	522	1115	1756	634	589	1187	2486	1191	2218	2629
g5293.t1	29	14	24	22	52	11	21	27	30	28	9	1	22	6
g17987.t1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
g998.t1	0	1	0	0	0	0	3	0	0	1	0	0	2	0
g2002.t1	10	1	7	6	1	8	7	6	2	6	2	7	13	4
g4742.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g18100.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g22132.t1	0	128	84	31	95	42	39	31	0	22	20	1	42	41
g16986.t1	0	0	3	0	0	0	0	0	0	4	0	2	6	2
g22406.t1	0	0	6	4	0	2	3	2	1	3	1	0	6	0
g5809.t1	8	13	11	27	13	37	64	11	4	235	98	32	82	90
g18829.t1	18	28	35	12	31	36	23	6	8	1	4	0	1	1
g20379.t1	223	18	55	256	59	273	61	6	3	11	16	0	19	0
g20146.t1	30	24	26	26	3	17	26	12	8	12	14	2	8	3
g14862.t1	366	302	413	259	528	268	384	238	143	150	174	45	147	93
g17282.t1	3	5	2	1	9	3	2	1	5	8	2	0	8	0
g11436.t3	1	0	0	0	0	0	0	9	0	0	0	0	0	0
g22005.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g23176.t1	93	108	143	67	57	94	175	76	55	38	29	26	38	29
g3526.t1	25	46	46	42	43	19	43	27	9	28	39	5	31	25
g10033.t1	10	30	26	16	28	49	54	28	36	23	35	24	26	14
g12643.t1	429	348	375	360	450	411	493	478	594	512	382	383	557	361
g10415.t2	12	8	35	48	6	12	0	7	3	165	44	3	46	49
g6113.t1	24	77	81	61	48	49	104	19	15	37	55	19	44	20
g3450.t1	13	9	17	10	19	13	17	2	4	4	9	3	5	4
g15178.t1	7	6	16	9	0	0	6	5	40	3	7	1	9	18
g5525.t2	4	7	2	0	8	1	2	7	7	3	2	0	5	4
g12590.t1	99	35	37	57	79	26	28	55	100	27	49	25	61	44
g12651.t1	89	107	126	96	58	89	145	109	81	43	101	43	66	67
g2704.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g10764.t1	0	0	0	0	0	0	0	0	1	0	0	0	2	0
g23482.t1	10	21	8	15	2	8	13	1	4	2	11	1	2	3
g5093.t1	34	0	58	102	90	15	90	90	66	62	67	90	118	136
g23140.t1	21	7	4	9	18	23	12	9	12	14	60	4	9	87
g11156.t1	17	36	17	14	7	29	30	8	4	9	7	2	10	11
g6356.t1	125	101	93	126	166	109	227	154	75	116	97	83	123	91
g3569.t1	68	55	152	84	185	179	177	14	38	93	212	14	28	86
g17986.t1	0	123	73	50	0	50	108	101	42	31	61	0	92	0
g12533.t1	39	29	27	20	17	22	42	23	14	25	14	8	17	7
g12031.t1	27	12	6	2	37	14	32	3	0	28	242	3	7	117
g10228.t1	0	6	0	0	0	0	0	0	0	9	0	0	0	0
g5236.t1	479	1114	293	252	146	535	727	0	124	57	127	0	35	73
g8560.t3	115	120	60	109	143	49	186	140	150	188	274	210	331	349
g5485.t1	0	0	3	0	0	0	0	1	0	0	0	0	0	0
g11896.t1	445	238	325	262	560	524	618	75	626	288	268	300	559	368
g5561.t3	0	0	0	0	14	0	0	0	0	0	0	0	0	0
g17185.t1	216	195	243	276	185	128	233	203	248	246	331	303	279	331
g12724.t1	4	0	4	0	0	1	0	2	1	15	0	2	5	7
g18646.t1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
g4423.t1	4	18	16	5	0	11	20	6	5	11	5	2	12	21
g9353.t1	0	3	31	8	12	11	23	1	1	8	88	49	142	250
g1147.t1	19	29	40	42	0	18	41	40	38	31	78	25	68	38
g2227.t1	0	0	0	0	2	0	0	0	0	0	0	2	0	0
g11397.t1	0	0	1	3	0	0	1	1	0	2	0	0	0	0
g2339.t1	2	4	57	94	3	0	15	0	56	11	54	0	13	23
g22175.t1	1	0	2	0	3	4	0	0	0	98	21	0	8	36
g23633.t1	2125	2803	2668	2915	642	1896	2987	3172	3453	3759	2468	3114	3451	3640
g9217.t1	692	210	453	591	421	447	471	679	260	572	1101	556	1615	2623
g7902.t1	66	86	93	58	24	55	113	31	45	49	48	11	65	21
g4899.t1	1	0	0	0	0	2	0	1	3	2	7	3	14	13
g22575.t1	1	0	0	0	0	0	0	2	0	3	0	0	0	0
g153.t1	10	146	33	68	25	20	93	17	12	242	86	37	85	180
g1798.t1	53	34	3	36	74	76	107	43	25	165	80	104	184	35
g11864.t1	3041	1808	2373	2165	2743	2344	3228	1109	4131	709	1169	2435	2810	1342
g18163.t1	0	0	0	0	0	0	2	0	0	0	1	0	0	0
g23117.t1	3	5	2	0	4	3	13	1	0	6	1	0	2	1
g7048.t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g22747.t1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g23339.t1	4	2	6	7	0	2	7	2	0	22	2	0	12	7
g706.t3	14	9	19	19	0	0	0	0	0	8	0	19	11	0
g8886.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g4391.t1	23	14	35	50	14	101	58	10	8	1318	224	14	460	99
g16296.t1	30	11	6	0	12	11	12	13	5	14	0	0	15	2
g19940.t1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
g23154.t1	0	1	8	5	2	5	23	4	1	1	3	0	2	0
g23420.t1	6	4	5	2	13	6	19	0	2	109	34	3	24	21
g14149.t1	0	0	11	0	0	1	0	0	0	0	3	0	2	4
g12839.t1	2	11	39	5	19	7	6	2	0	0	0	0	1	1
g17538.t1	122	153	149	124	87	167	317	69	128	134	108	10	88	53
g15661.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g5345.t1	1	0	2	0	0	7	2	0	19	4	2	3	0	1
g21238.t1	6	40	243	367	0	22	98	21	30	22	0	0	101	0
g3939.t1	1	1	1	8	0	1	3	0	1	59	90	5	119	1
g11723.t1	62	83	75	87	70	88	193	20	1	23	71	7	28	73
g2699.t1	183	373	254	307	159	171	34	24	2	58	123	71	158	10
g1226.t1	68	68	82	69	58	88	139	20	21	34	14	14	46	9
g1796.t1	94	41	15	15	103	104	110	71	8	256	81	147	136	27
g343.t1	165	173	204	145	157	120	195	225	398	190	158	201	262	166
g5332.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g19547.t1	18	31	31	16	9	25	45	0	6	14	7	2	13	5
g15368.t1	257	347	382	379	398	519	579	271	196	614	668	141	284	1084
g10419.t1	0	0	0	0	0	0	1	0	0	0	0	2	0	2
g5976.t1	52	121	107	70	62	73	198	95	28	86	82	29	165	98
g17694.t1	13	0	2	0	0	1	0	4	2	1	0	1	3	0
g16728.t1	27	18	31	16	20	22	36	42	80	38	35	44	68	45
g8714.t1	5	5	4	10	17	6	16	2	0	23	12	3	2	7
g23286.t1	0	1	5	4	0	2	18	0	0	5	1	1	0	3
g10285.t1	18	28	1	12	13	16	29	18	3	103	246	2	16	89
g3493.t1	1471	2021	3391	2617	1165	2043	2361	5056	3930	2740	3794	6505	4065	4691
g21408.t1	19	28	16	15	2	6	21	7	3	5	8	0	3	3
g4536.t1	14	26	26	19	25	24	28	1	7	26	8	3	13	1
g22363.t1	14	35	65	32	36	20	85	5	111	103	177	96	238	23
g12129.t1	2088	2571	2947	2265	2448	1788	2384	3008	2769	4104	2984	3361	3992	2868
g20666.t1	1	0	0	0	0	0	0	0	3	0	0	0	0	0
g23044.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g24158.t1	40	64	79	60	25	41	123	51	5	64	46	20	88	17
g9466.t1	0	0	2	1	0	0	0	1	0	0	0	0	0	0
g22542.t1	0	16	0	17	0	23	0	0	0	109	144	155	267	166
g3137.t1	40	40	39	33	9	51	81	21	18	23	49	4	25	14
g5197.t1	19	12	131	58	119	17	4	13	7	3	1	19	5	3
g15126.t1	13	9	6	9	9	18	29	1	1	2	1	1	6	0
