PSC.0149	PSC.0150	PSC.0174	PSC.0187	PSC.0188	PSC.0190	PSC.0228	PSC.0231
g23976.t1	2	3	3	1	2	0	3	0
g11622.t1	0	4	0	21	13	0	2	5
g21582.t1	9	116	3	114	367	6	42	521
g7305.t1	0	2	0	0	0	0	0	0
g936.t1	2	26	0	0	0	0	0	0
g3677.t1	0	10	0	0	0	0	0	0
g18920.t1	115	32	152	112	80	45	87	36
g9030.t1	0	0	0	0	0	0	0	0
g1344.t3	110	154	102	114	127	32	70	75
g21916.t1	5	8	4	1	2	1	8	1
g17870.t1	2	26	1	2	0	3	7	1
g704.t1	0	62	10	9	9	2	11	1
g10557.t1	7	121	10	20	28	2	31	24
g6015.t1	0	10	2	0	1	1	0	0
g3671.t1	6	8	17	18	35	6	12	0
g21844.t1	0	3	0	0	4	0	0	2
g21930.t1	0	1	0	0	0	3	0	0
g8967.t1	0	1	0	3	8	0	2	1
g8918.t1	66	53	68	63	50	14	45	36
g14421.t1	5	12	3	487	102	6	268	165
g3018.t1	4	22	17	20	20	0	20	37
g3805.t1	0	2	0	2	0	3	6	0
g20845.t1	66	9	24	123	181	22	48	190
g8950.t1	30	15	52	33	45	27	55	32
g1052.t2	17	235	94	58	43	11	51	38
g10373.t1	1	0	0	0	0	0	0	0
g22968.t1	8	121	8	18	0	3	26	0
g7313.t1	5	16	1	9	0	0	0	0
g2106.t1	273	215	453	252	140	73	201	142
g13679.t1	25	27	23	10	89	2	40	84
g4272.t1	0	110	0	67	59	0	61	20
g18807.t1	166	39	123	90	92	64	111	90
g4103.t1	696	66	359	190	260	122	404	180
g13992.t1	3	7	15	36	24	6	16	11
g19674.t1	0	6	0	0	0	0	0	0
g11069.t1	672	97	583	272	407	343	466	398
g11767.t1	2	5	22	3	0	28	0	0
g17383.t1	0	7	3	0	3	0	0	0
g16444.t1	0	20	0	0	0	2	5	2
g22878.t1	1	1	0	7	17	1	2	30
g15088.t1	3	82	0	15	0	0	8	0
g7081.t1	0	1	0	0	0	0	1	0
g6320.t1	6	85	10	23	16	0	5	18
g9775.t1	13	77	7	45	27	4	27	12
g2471.t1	82	74	18	58	52	55	29	17
g21250.t1	6	15	0	376	269	1	71	575
g5932.t1	104	9	326	50	33	82	143	118
g15276.t1	1	1	0	3	1	0	0	0
g11567.t1	59	121	108	72	62	35	46	22
g679.t1	9	9	2	7	3	7	5	5
g1726.t1	14	49	18	92	93	8	87	19
g23065.t3	67	0	23	29	54	43	23	48
g23442.t1	1	7	3	15	7	2	10	4
g4237.t1	51	129	156	171	111	59	75	17
g2039.t1	9	1	0	7	31	0	14	0
g19668.t1	218	122	317	212	206	109	260	199
g214.t1	4	4	0	2	0	0	4	0
g7816.t1	4	51	9	66	42	1	20	32
g24183.t1	5	83	9	11	5	0	5	3
g16846.t1	0	0	1	0	1	0	0	0
g19274.t1	2	26	8	4	26	1	22	8
g369.t1	2	4	0	1	6	0	1	0
g13050.t1	3	12	0	6	2	0	1	0
g21113.t1	9	9	0	34	3	3	9	8
g21070.t1	3	33	2	3	4	3	4	0
g19289.t1	98	157	54	71	73	19	65	29
g19779.t1	2	2	6	5	0	1	3	3
g23147.t1	0	12	0	1	6	4	1	7
g11154.t2	3	10	4	11	13	10	6	0
g16166.t1	4	48	2	264	154	1	111	74
g18721.t3	203	22	143	230	203	95	137	184
g16892.t1	0	8	0	1	0	0	0	0
g22321.t2	5	0	0	25	14	8	32	7
g17552.t1	40	15	43	39	32	10	32	17
g7735.t1	1	25	1	5	6	0	8	12
g3659.t1	30	26	21	17	30	11	16	38
g10254.t1	208	42	151	236	198	110	225	146
g4372.t1	235	56	59	195	189	68	292	71
g11909.t1	640	307	465	269	378	281	450	229
g8505.t1	0	50	2	4	1	0	5	0
g14573.t1	8819	1510	7864	8090	6454	6638	7821	8499
g9486.t1	0	1	0	0	0	0	0	0
g16096.t1	44	4	23	7	2	3	13	6
g15883.t1	4	2	4	311	98	26	133	115
g18864.t1	9	0	5	0	0	11	18	5
g16392.t1	1	7	1	3	3	22	5	20
g21444.t1	5	80	4	17	59	12	16	50
g20074.t2	25	83	0	77	40	12	54	38
g8811.t1	208	29	251	431	411	763	510	526
g10384.t1	0	3	0	5	0	1	2	1
g21721.t2	471	144	439	264	371	229	463	194
g17508.t1	0	25	0	62	344	1	17	292
g1289.t1	5	1	11	8	3	5	17	4
g7732.t1	2	94	4	2	2	0	7	0
g13041.t1	397	56	387	188	239	233	338	338
g20827.t1	3	2	0	2	1	0	4	0
g21246.t1	173	31	191	222	311	248	523	495
g1973.t1	202	58	205	352	268	161	283	234
g8673.t1	0	0	0	2	0	0	1	0
g8390.t1	0	1	4	19	12	0	7	2
g6612.t2	0	8	0	0	0	0	0	0
g7723.t1	0	2	1	0	0	0	0	2
g8758.t1	1	1	1	0	3	0	0	2
g16948.t1	0	54	2	370	190	5	34	224
g5354.t1	0	5	0	0	0	0	0	0
g17349.t1	7	2	1	9	11	2	11	1
g11405.t1	3	2	1	0	0	0	0	0
g6667.t1	0	0	0	0	0	0	0	0
g19067.t1	0	1	0	0	0	0	0	0
g7773.t1	1	40	0	5	3	0	8	4
g89.t1	22	49	11	106	36	21	44	14
g17499.t1	95	71	115	123	83	31	65	54
g23470.t1	6	1	2	4	4	3	3	3
g9132.t1	77	33	106	46	53	28	66	35
g18696.t1	2	25	0	1	0	0	2	0
g19881.t1	1	12	1	13	0	1	1	0
g8711.t1	11	65	10	211	131	33	51	92
g8534.t1	414	101	404	792	802	502	652	884
g8931.t2	0	0	0	54	32	0	8	13
g19033.t1	73	50	663	907	622	579	676	475
g7360.t1	135	52	137	119	95	41	121	49
g18690.t1	1	0	0	1	1	0	3	0
g2885.t1	17	38	23	743	213	23	215	118
g15424.t1	0	5	1	0	0	1	0	0
g9094.t1	1	3	48	11	6	0	23	21
g3323.t1	66	12	119	146	156	109	100	192
g14215.t3	33	0	0	22	99	77	42	107
g24172.t1	25	66	26	31	32	46	72	72
g1342.t1	0	5	0	0	0	0	0	0
g12870.t1	0	5	0	0	4	0	1	0
g2582.t1	37	11	38	48	42	33	47	15
g24125.t1	7	4	1	0	1	2	0	0
g7304.t1	0	0	0	0	0	0	0	0
g742.t1	0	7	0	3	5	0	2	0
g13906.t1	2	5	0	0	0	0	0	0
g2404.t2	0	0	0	0	0	0	0	0
g2130.t1	5	2	1	1	7	2	7	3
g4518.t1	87	31	65	126	106	26	63	31
g3196.t1	2	38	0	15	6	0	9	1
g20088.t1	68	17	55	70	49	16	46	22
g12907.t1	1779	74	1734	1410	3507	6505	3828	10654
g12433.t1	0	1	0	0	0	0	0	0
g12909.t2	186	89	72	87	133	77	69	49
g21289.t1	2	2	21	1	100	2	14	46
g10453.t1	99	38	85	53	73	55	131	44
g14351.t1	0	0	0	0	0	0	0	0
g7136.t1	0	7	0	0	0	0	0	0
g2446.t1	129	25	75	54	63	36	48	16
g3681.t1	0	4	0	0	0	0	0	0
g13767.t1	5	63	9	60	46	14	18	5
g559.t1	0	3	0	1	0	0	2	2
g13546.t5	4	0	1	38	6	2	16	7
g13575.t1	3	4	0	62	34	2	33	71
g11934.t1	0	10	0	0	0	0	0	0
g15806.t1	0	1	0	0	1	2	0	0
g17158.t1	0	25	0	5	9	0	2	4
g7756.t1	2	1	5	6	7	0	7	3
g8463.t1	0	0	0	0	1	0	0	0
g9330.t1	0	15	0	0	0	0	0	0
g13915.t1	324	43	280	160	155	203	202	90
g23157.t1	74	110	48	3978	919	341	1247	904
g9936.t1	3	0	2	0	0	0	0	0
g18408.t1	245	52	234	146	186	175	238	130
g18875.t2	0	97	6	0	0	0	0	0
g23274.t1	75	12	53	93	55	40	87	14
g8350.t1	4	21	0	0	3	21	10	40
g14433.t2	2	13	4	29	2	2	29	4
g21256.t2	41	23	117	57	152	23	55	155
g9582.t2	688	94	574	374	396	445	521	463
g18404.t1	6	15	8	2	2	0	4	1
g16045.t1	7	23	12	93	113	9	16	155
g17702.t1	0	3	0	0	0	0	0	0
g20253.t1	28	10	18	22	72	19	21	17
g21994.t1	0	13	0	0	0	0	0	0
g14082.t1	15	5	7	18	28	7	15	4
g9969.t1	393	76	549	316	294	399	418	248
g5646.t1	0	0	0	0	0	0	0	0
g1847.t1	0	1	0	0	0	0	2	0
g15318.t1	1	70	0	9	1	1	2	1
g10269.t1	56	21	60	103	94	38	111	39
g6849.t2	185	37	210	142	114	100	106	95
g22701.t1	162	20	155	194	126	68	202	43
g10570.t1	0	3	0	4	6	0	5	4
g23910.t1	2757	866	2813	4012	2190	2624	3057	3458
g4462.t1	0	6	2	0	2	0	1	0
g9722.t1	2	13	2	4	36	1	1	33
g24009.t1	132	72	83	112	93	78	196	66
g22399.t3	116	26	129	66	72	38	125	13
g6359.t1	6	1	6	3	5	0	7	0
g20804.t1	3	18	3	88	1	0	21	0
g12677.t1	0	5	0	0	0	0	1	0
g13868.t1	91	40	117	338	115	121	192	204
g23878.t1	80	14	81	54	55	14	45	34
g23434.t1	0	1	0	0	0	0	0	0
g11473.t1	0	23	0	0	0	34	0	0
g12645.t1	130	90	139	126	116	108	170	138
g10316.t1	6515	919	3824	1973	2415	4909	3384	3864
g13074.t2	0	0	0	0	0	0	0	0
g12193.t1	368	77	391	225	224	223	342	239
g5467.t1	2	8	4	9	22	0	9	3
g15095.t2	117	44	135	67	77	30	55	85
g10704.t1	0	3	0	0	1	0	1	2
g10891.t2	16	36	0	124	57	10	128	16
g5493.t1	33	51	29	176	319	45	121	397
g15918.t2	5	0	1	0	0	1	48	0
g14578.t1	40	14	18	53	58	44	130	45
g21789.t1	7	134	8	1565	691	13	205	753
g2926.t1	81	18	54	72	51	78	71	69
g21542.t1	1	3	0	0	7	0	1	0
g5156.t1	1	5	0	1	1	0	1	0
g290.t2	1753	185	877	531	770	1222	1249	1072
g5362.t1	40	5	0	13	13	7	2	10
g22989.t2	64	75	72	92	63	37	47	37
g10488.t1	17	16	20	14	11	8	20	13
g18441.t1	2	6	0	0	0	0	0	0
g20349.t1	1	6	0	0	0	0	2	0
g13465.t1	1	0	3	88	12	1	54	3
g8207.t1	0	12	1	28	9	3	0	2
g19880.t1	0	3	0	0	1	0	0	0
g18236.t1	39	16	29	46	47	18	32	70
g420.t1	189	44	804	468	397	910	938	789
g498.t1	7	52	11	23	48	1	79	7
g23864.t1	0	1	0	2	0	0	0	0
g1088.t1	1	2	0	2	10	0	6	1
g11117.t1	3	0	6	7	9	5	11	9
g16142.t1	0	5	0	5	1	0	0	0
g10873.t2	0	0	0	0	0	0	0	0
g9803.t1	12	0	4	10	1	7	9	13
g21581.t1	0	3	0	0	0	0	0	0
g5070.t1	110	14	93	73	62	24	67	18
g20187.t2	18	0	0	144	71	11	0	88
g721.t1	69	6	50	34	0	80	39	19
g7539.t1	1	56	2	167	1124	17	23	1796
g21738.t1	1	5	2	4	13	8	8	30
g8198.t1	669	193	779	355	715	421	480	193
g7445.t1	0	9	0	0	0	0	0	0
g1168.t1	0	0	0	0	0	0	0	0
g9153.t1	28	8	15	110	74	11	43	30
g20076.t1	1	17	0	0	0	0	0	0
g19168.t3	1	13	0	80	28	5	40	18
g7699.t1	0	32	0	2	0	0	2	0
g19683.t1	2494	396	4509	1383	1218	4946	2497	3546
g4920.t1	0	10	1	4	6	0	1	0
g18116.t1	1	1	1	0	3	0	1	0
g14777.t2	0	0	0	14	105	1	2	65
g1818.t1	6	10	4	4	4	1	2	2
g251.t2	0	0	0	20	10	0	0	9
g18609.t1	0	0	0	1	1	0	3	0
g7824.t1	72	39	28	93	82	34	52	22
g20073.t1	1	3	3	3	1	0	6	2
g19824.t1	4	6	31	23	50	0	30	61
g10127.t1	158	95	161	107	110	84	145	56
g21126.t1	1	3	0	2	3	0	0	6
g7616.t1	0	53	0	8	10	0	10	0
g18496.t1	169	16	139	116	170	363	274	496
g13274.t1	0	0	0	0	0	0	0	0
g19036.t1	35	57	9	59	63	22	67	71
g5017.t1	2	14	3	9	14	1	2	1
g1449.t2	0	35	0	0	0	0	0	0
g18018.t1	403	73	360	469	338	321	474	406
g2024.t1	0	6	0	0	0	0	0	0
g515.t3	5	4	2	1	4	0	4	3
g1682.t1	28	71	37	302	112	7	72	145
g21476.t1	2	1	0	0	4	0	0	0
g22393.t1	2	13	0	0	1	0	4	0
g12675.t1	0	19	0	13	1	0	0	0
g13659.t1	12	23	98	42	37	46	65	27
g22537.t1	1639	271	2082	1053	1579	4592	3213	3797
g15545.t1	16	12	5	14	54	11	16	77
g2049.t1	19	42	206	109	139	94	46	52
g13187.t1	9	3	8	3	7	4	19	11
g715.t1	0	14	0	1	0	0	0	0
g15871.t2	7	4	5	0	6	6	0	4
g12128.t1	155	71	99	126	104	54	118	63
g10115.t1	90	28	853	246	226	822	737	619
g14350.t1	0	0	0	0	0	0	0	0
g2262.t1	1	13	0	4	2	0	1	5
g2270.t1	109	27	50	82	53	38	64	51
g10782.t1	202	82	234	164	209	133	291	227
g23863.t1	0	0	0	2	0	0	0	0
g6297.t1	5232	1461	5710	6733	4092	6008	6346	5677
g7260.t1	0	8	6	0	0	0	4	0
g18535.t1	116	144	82	261	177	49	152	185
g18879.t2	0	0	13	0	0	12	5	0
g20177.t1	41	13	14	8	15	2	17	5
g13851.t2	10	17	7	5	10	5	7	6
g14550.t1	0	0	0	0	0	0	0	0
g9425.t2	3	75	0	31	36	0	13	21
g12353.t1	21	6	22	30	14	16	22	3
g23021.t1	1	0	0	5	0	0	0	0
g21751.t2	31	12	28	28	25	8	53	54
g16939.t1	202	64	227	139	172	270	290	178
g8399.t2	82	143	66	32	62	36	115	89
g21033.t1	114	57	50	131	160	162	142	222
g21656.t1	28	21	107	39	160	54	54	65
g16244.t1	0	16	1	0	0	0	0	0
g10793.t1	0	14	0	0	0	3	0	0
g7884.t1	66	28	66	101	107	36	92	91
g196.t1	0	6	3	23	15	2	10	7
g3721.t1	0	16	4	0	0	0	1	0
g13304.t1	4	12	1	7	5	7	12	4
g3741.t1	69	18	64	58	61	38	92	14
g5440.t1	44	3	55	20	36	16	34	12
g9446.t1	0	0	0	0	0	0	0	0
g10354.t1	0	2	1	0	0	0	0	0
g16495.t1	21	40	12	44	43	22	37	21
g18057.t1	0	4	0	0	0	0	1	0
g19977.t1	2	21	0	0	0	0	0	0
g16947.t1	861	130	564	743	591	476	586	553
g22976.t1	107	76	60	2278	494	83	376	536
g11034.t1	0	14	1	0	0	2	0	0
g9414.t1	0	0	11	34	13	7	0	0
g21664.t1	2	4	0	0	0	0	0	0
g7094.t1	0	2	0	0	0	0	0	0
g2218.t1	189	102	66	411	208	93	140	119
g7257.t1	0	1	1	0	0	0	0	0
g1355.t1	2	9	3	2	6	0	2	13
g21527.t1	0	6	5	43	0	0	0	3
g303.t1	0	0	0	0	0	0	0	1
g15963.t1	29	26	12	74	62	23	29	36
g14259.t1	0	8	0	5	0	0	0	0
g1119.t1	0	4	1	5	1	0	0	11
g11402.t1	0	7	0	0	0	0	0	0
g22243.t1	3	18	21	53	92	0	68	82
g20031.t1	111	115	93	252	110	110	148	116
g6033.t1	310	94	357	199	460	64	170	216
g10511.t1	0	10	1	106	158	1	28	273
g22593.t1	0	3	0	0	0	0	0	0
g16993.t1	0	5	0	3	7	0	0	0
g2347.t1	1	1	2	0	4	0	1	0
g23190.t1	332	577	54017	3681	2216	20261	5352	5347
g15524.t1	0	0	0	9	0	0	9	13
g22482.t1	41	21	59	44	90	16	26	24
g15594.t2	535	56	455	318	453	359	472	355
g13347.t2	0	121	6	288	233	0	61	166
g22367.t1	1	11	0	40	4	1	17	0
g18137.t1	44	13	35	38	28	20	29	25
g6699.t1	39615	6283	28477	19698	21782	40938	27608	25362
g9262.t1	21	15	3	1	11	0	6	2
g15148.t1	2	12	0	29	5	1	11	29
g2867.t1	61	14	65	53	76	18	58	14
g10871.t1	0	9	1	3	15	1	6	1
g7366.t2	55	65	0	0	25	0	39	0
g21723.t1	0	0	3	1	7	0	7	0
g17483.t4	15	78	12	0	14	3	18	6
g1866.t1	442	114	440	180	314	286	341	152
g21494.t1	224	20	194	178	119	121	161	123
g9631.t1	157	71	142	38	61	49	45	29
g8103.t1	19	25	1	112	46	6	126	19
g20121.t1	0	8	1	1	3	0	2	1
g11342.t2	33	0	41	21	86	12	49	85
g11329.t1	2	65	4	3	17	3	4	58
g5480.t1	51	191	185	35	287	256	175	151
g9652.t1	141	77	71	118	63	32	70	45
g15277.t1	0	28	2	4	8	0	6	2
g13932.t1	16	28	21	24	36	12	29	16
g3602.t1	238	32	651	1058	755	7299	2804	2544
g21190.t1	4	4	4	14	27	0	4	13
g15864.t1	0	5	0	3	8	1	8	10
g10246.t1	1	7	0	0	0	1	0	0
g6237.t2	85	11	80	482	258	41	112	226
g14923.t1	2	15	0	20	11	0	16	8
g7093.t1	0	3	0	0	0	0	0	0
g19941.t1	147	34	92	52	74	63	68	68
g14342.t1	835	32	415	1301	1462	1520	6790	3128
g548.t1	3	20	0	6	2	1	3	0
g3739.t1	2	20	1	4	3	0	5	0
g12579.t1	6	16	1	11	15	0	3	19
g5893.t1	0	1	0	0	0	0	0	0
g21744.t1	1	4	2	0	0	0	0	0
g2713.t1	0	0	0	0	0	0	0	0
g3334.t1	0	2	0	6	25	0	0	25
g3276.t1	149	44	79	117	107	17	75	52
g2774.t1	9	34	1	16	14	2	22	12
g4070.t1	37	16	19	39	46	6	24	30
g16508.t1	47	31	65	244	123	41	156	22
g15835.t1	1	0	0	405	111	4	111	150
g23267.t1	1	29	4	21	2	1	7	0
g22784.t1	3151	414	3465	1135	1813	1688	1741	1995
g22738.t1	2	32	1	0	0	0	1	0
g23495.t2	570	260	78	116	189	18	225	98
g22181.t1	2	3	3	9	1	0	1	0
g19328.t1	58	16	120	104	135	39	64	123
g20498.t1	9	0	0	297	56	14	81	70
g16448.t1	428	213	237	245	190	137	148	33
g12068.t1	0	3	5	21	13	0	10	18
g16027.t1	4	5	3	86	76	4	247	14
g4058.t2	9	2	0	905	193	52	235	65
g17599.t1	0	0	0	0	0	0	0	0
g4.t1	0	14	0	1	0	0	0	0
g17995.t1	0	0	0	0	0	0	0	0
g14666.t1	0	2	0	2	1	0	1	2
g23760.t1	36	8	3	32	28	4	15	11
g3020.t1	227	26	260	97	142	132	259	160
g23997.t1	0	0	8	84	72	0	86	43
g1892.t1	33	13	0	8	14	25	22	50
g226.t1	1	42	0	0	0	0	0	0
g22209.t1	1	1	0	2	1	0	2	0
g18421.t1	5	6	2	0	3	1	4	4
g6379.t1	1	2	0	0	0	0	0	0
g13538.t2	216	53	186	173	158	61	56	274
g8143.t1	79	21	99	139	119	90	114	100
g1164.t1	139	46	97	140	138	33	178	79
g13755.t1	8	49	19	17	14	3	17	27
g16772.t1	3	17	3	278	204	24	709	94
g14815.t1	14	2	3	15	6	7	12	0
g16704.t1	35	79	55	2	158	6	31	25
g19951.t1	0	3	0	0	0	0	0	0
g22439.t1	2	1	0	0	0	0	0	0
g6441.t1	384	80	474	298	411	354	637	357
g4090.t1	34	54	26	29	26	11	22	16
g5009.t2	0	0	0	34	0	1	17	17
g260.t1	27	57	18	12	7	2	13	3
g20055.t1	129	158	111	57	83	17	69	35
g17873.t1	1	4	1	11	8	0	4	13
g15935.t1	0	3	0	0	0	0	0	0
g2297.t1	2	14	0	21	9	2	31	13
g6920.t1	0	3	0	0	0	0	0	0
g1094.t1	4470	1525	4104	6637	4336	4236	4825	5315
g16957.t1	36	18	15	18	38	31	78	49
g618.t1	0	2	1	0	0	0	0	0
g16978.t1	45	10	46	340	332	28	109	1009
g22056.t1	1	4	4	0	2	0	1	1
g11363.t1	2	1	0	0	0	0	1	3
g12048.t1	39	37	48	51	67	9	28	45
g8285.t1	0	0	0	0	0	1	0	0
g16002.t1	0	11	0	0	0	0	0	0
g17944.t1	4	182	9	6	21	0	13	8
g1846.t1	0	3	0	2	2	3	12	1
g13898.t1	0	0	1	8	0	0	1	0
g22168.t1	135	80	688	726	831	5254	3629	1289
g23845.t1	1	0	0	5	1	0	0	0
g11001.t1	0	1	0	0	0	0	1	0
g515.t1	4	2	2	2	9	3	5	2
g8695.t1	22	3	17	4	0	0	22	0
g15601.t1	0	30	3	3	0	0	3	0
g5301.t1	14	20	12	19	31	0	15	13
g10437.t1	1	3	0	1	0	0	0	0
g4829.t2	0	0	0	0	0	0	0	0
g20727.t1	2	4	4	0	1	3	2	1
g10138.t1	77	24	88	22	50	34	62	29
g3274.t1	16	25	14	24	30	13	20	5
g5534.t1	1	11	1	2	0	0	0	0
g23080.t1	4	3	1	0	7	0	24	0
g12816.t1	8	1	7	26	11	9	12	19
g16280.t1	2	70	11	0	0	0	0	1
g22246.t1	0	2	2	1	0	1	0	0
g21026.t2	0	45	0	0	0	0	7	0
g3212.t1	1	9	0	3	2	0	2	1
g7837.t1	0	0	0	0	0	0	0	0
g2993.t1	0	0	0	0	0	0	0	0
g5748.t1	70	31	53	129	63	17	63	24
g7712.t1	118	91	560	152	94	422	60	633
g21906.t1	1	2	0	0	0	0	0	0
g20915.t1	0	11	0	0	0	0	0	0
g5771.t2	0	0	0	0	0	0	0	0
g3825.t1	8	17	20	9	1	0	18	9
g3711.t1	958	497	1063	719	320	154	1247	284
g15800.t1	4253	1089	4655	4274	2920	4042	4253	4692
g5434.t1	0	0	0	0	0	0	0	0
g10386.t1	0	5	4	1	0	0	3	0
g5945.t2	6	0	0	161	60	8	30	112
g14611.t1	1032	293	1101	992	818	593	1333	583
g12105.t1	0	10	2	0	0	0	0	0
g9348.t1	7	11	7	1	1	1	2	6
g445.t1	0	17	6	8	7	0	4	1
g16420.t2	0	20	0	0	0	0	0	0
g9679.t2	1351	201	1407	561	443	658	820	876
g11923.t1	0	0	11	0	0	5	0	3
g16223.t1	3	5	5	66	19	7	32	24
g8174.t1	1	9	2	4	20	3	38	0
g21194.t1	116	44	111	109	92	31	101	31
g20467.t1	0	0	0	0	0	0	0	0
g4171.t1	3	16	2	93	42	14	25	55
g8891.t1	1	1	0	0	0	0	0	0
g23563.t1	0	2	1	0	0	0	0	0
g4212.t1	3	60	1	12	21	7	3	2
g20881.t1	185	27	30	74	148	51	157	189
g20209.t1	0	5	1	0	0	0	1	0
g1358.t1	261	296	1165	638	4536	231	504	844
g8481.t1	1	2	0	0	0	0	2	0
g19649.t1	0	6	0	0	1	0	0	0
g15258.t1	379	89	354	282	255	207	315	226
g3506.t1	263	125	222	36	107	138	42	3
g17332.t2	89	285	235	180	141	176	268	169
g3339.t1	25	8	42	1	8	3	9	4
g15909.t1	0	1	0	1	1	14	3	1
g3092.t1	6	45	0	11	0	0	1	0
g6558.t1	35	40	23	170	108	32	134	126
g14239.t3	228	243	219	454	242	188	339	295
g6908.t1	0	2	0	0	0	0	0	0
g21668.t1	23	14	15	17	18	6	49	8
g14494.t1	0	11	0	3	0	0	0	0
g464.t1	8	73	2	39	224	3	10	419
g20523.t2	393	34	361	349	436	435	600	436
g12542.t1	0	0	6	2	0	0	0	0
g17368.t1	3	46	9	29	11	5	19	8
g8514.t1	0	0	0	1	5	0	3	0
g18805.t1	1	12	10	2	2	3	2	0
g16741.t1	0	11	0	0	5	0	0	10
g3140.t1	346	95	304	399	517	258	639	403
g17881.t1	0	2	0	0	0	0	0	0
g21835.t4	0	4	0	0	1	0	0	0
g536.t1	2	3	0	46	17	1	40	7
g15922.t1	20	66	4	5	5	4	5	4
g7913.t1	0	1	0	1	0	0	3	0
g17164.t1	34	23	139	19	44	152	23	48
g8526.t1	32	67	26	193	97	0	88	73
g12161.t1	0	2	0	0	0	0	0	0
g11096.t1	9	2	10	37	16	16	15	12
g18814.t1	17	34	7	15	19	4	17	14
g16537.t2	39	17	45	19	19	7	36	9
g1307.t2	0	15	0	12	23	0	5	3
g1378.t1	17	5	2	284	15	1	58	43
g5441.t1	15	47	8	2	0	2	1	10
g23912.t1	1	4	4	0	0	0	2	0
g4168.t1	13	48	2	8	14	0	17	12
g19827.t1	43	7	46	32	53	98	111	90
g2568.t1	4	3	1	45	22	0	20	12
g9620.t1	0	5	0	0	0	0	0	0
g3373.t1	43	14	13	19	39	20	18	1
g5561.t2	523	41	460	316	414	405	426	483
g23732.t1	0	3	1	0	2	0	0	3
g13688.t1	87	63	52	74	95	18	43	74
g21175.t1	0	0	0	0	0	0	0	0
g22854.t1	0	15	1	1	0	0	0	0
g14536.t1	98	101	73	52	45	19	51	28
g10547.t1	69	11	97	22	29	8	56	86
g22582.t1	2	9	4	10	9	6	1	24
g12878.t1	0	18	0	0	0	0	1	0
g298.t1	0	0	0	1	0	0	0	0
g4926.t1	0	12	0	4	0	0	2	0
g9649.t1	4639	461	6648	954	1309	6445	2001	6889
g16286.t1	4	40	1	4	4	4	18	0
g19496.t1	46	23	23	126	171	0	53	148
g6246.t1	0	9	0	0	0	0	0	0
g11941.t1	3	8	4	0	0	0	0	0
g2517.t1	36	5	7	8	9	6	9	11
g13597.t1	42	14	2	7	61	12	22	21
g8343.t1	2	22	0	0	3	0	1	0
g6694.t1	55	16	15	4	13	64	26	31
g16656.t1	1	53	5	3	6	1	6	1
g17898.t1	54	54	65	21	35	34	33	11
g23037.t1	1	2	0	1	0	0	3	0
g3582.t1	1	27	2	0	0	1	0	1
g908.t1	6	84	2	7	0	0	12	0
g11391.t1	2	2	0	0	0	0	0	0
g9119.t1	0	1	0	0	0	0	0	0
g92.t1	6	6	9	40	3	7	14	6
g15041.t1	1	31	5	8	2	3	6	2
g9280.t1	0	3	1	0	1	0	5	0
g8031.t1	93	28	23	83	45	36	66	16
g14079.t1	234	66	113	188	128	141	264	230
g19297.t1	3	8	0	0	0	0	1	0
g6629.t1	234	62	199	344	339	313	324	261
g4833.t1	40	23	26	107	45	9	23	63
g2181.t1	84	55	75	102	101	68	174	65
g23502.t1	65	98	41	54	48	18	47	17
g24002.t1	1	41	1	75	26	3	20	30
g18052.t1	78	25	229	253	165	366	586	213
g19630.t1	2174	352	741	2893	1932	883	2038	1245
g3153.t1	1	3	10	1	17	20	22	14
g8019.t3	0	5	0	10	8	0	4	0
g19236.t1	5	20	6	257	94	1	107	115
g23311.t1	3	21	0	0	0	0	0	0
g21700.t1	3	52	1	0	13	45	0	0
g12359.t1	124	125	135	154	103	133	136	203
g5584.t1	1	1	1	21	11	7	3	4
g18225.t1	286	136	222	555	523	102	363	163
g16058.t1	1	4	0	0	0	0	0	0
g19338.t1	4	1	6	7	6	3	1	1
g2965.t1	0	6	1	0	0	0	1	1
g20047.t2	21	7	206	0	26	128	46	0
g9712.t1	28	21	8	1160	344	2604	7694	1664
g3262.t1	30	13	43	30	38	21	25	18
g19552.t1	146	63	24	116	137	25	229	20
g16623.t1	1671	307	825	2930	1388	872	1618	1791
g13138.t1	0	4	0	0	0	0	0	12
g3867.t1	84	18	135	114	103	47	116	58
g10592.t1	2	6	3	0	0	5	0	4
g17098.t1	0	3	1	82	115	1	25	98
g13494.t1	0	18	53	0	17	0	57	36
g17013.t1	0	0	0	0	0	0	0	0
g22904.t1	81	76	30	125	77	15	115	41
g3705.t1	4	66	11	48	53	5	30	9
g24038.t1	52	17	143	63	52	52	78	62
g96.t2	2	7	0	7	0	0	2	3
g7851.t1	44	35	67	100	156	58	251	120
g21019.t1	0	6	0	0	0	0	0	0
g23769.t1	3	7	6	72	26	1	17	26
g14710.t1	76	0	59	0	29	28	63	11
g15594.t1	184	45	405	278	210	569	461	408
g2070.t1	32	58	21	125	43	12	36	26
g5336.t1	2	0	0	194	0	0	6	28
g6909.t1	0	12	1	1	2	0	0	0
g2299.t3	113	22	102	67	102	68	97	60
g4764.t1	76	27	89	52	102	51	77	38
g11286.t1	0	278	0	74	0	0	33	9
g9333.t1	0	48	4	1	0	1	0	0
g22244.t1	0	6	0	0	0	0	3	0
g14746.t1	8	14	4	8	5	1	5	9
