gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0149	PSC.0150	PSC.0174	PSC.0177	PSC.0186	PSC.0187	PSC.0188	PSC.0190	PSC.0202	PSC.0203	PSC.0209	PSC.0219	PSC.0228	PSC.0230	PSC.0231
5132	g5200.t1	78.4229736365155	-1.79441578196787	0.405678693299677	-4.42324384199868	9.72298969343495e-06	0.000128266391474064	79	22	249	49	54	102	44	92	38	55	24	39	127	47	62
5133	g5202.t1	62.5771042027361	-2.82954063879292	0.638142245351519	-4.43402808606453	9.24885694955178e-06	0.000123062127984965	107	32	220	51	8	50	23	96	10	18	2	25	114	13	21
5134	g5208.t1	2357.52751241598	1.95011045478409	0.547228420168955	3.56361326076961	0.000365784759112625	0.00259637574258584	1712	647	1655	1343	4160	672	962	364	3380	2847	9922	6995	485	6987	58
5135	g5211.t1	127.826733956286	1.0734487489488	0.427124035919309	2.51320145596206	0.0119640992757391	0.0421013951290949	91	34	23	117	527	206	98	23	243	205	133	176	39	243	83
5136	g5212.t1	27039.5696474243	2.08691776721297	0.474996843682441	4.3935402834133	1.11519513253014e-05	0.000143188407669375	9803	6878	10761	33355	38616	7694	16047	8892	53709	54713	77654	65152	6795	100210	470
5137	g5213.t1	866.937987412049	1.58004016675893	0.538317619046944	2.93514481200947	0.00333392056585645	0.0155902938150593	806	215	895	510	1453	526	308	78	1289	893	2755	3403	156	1854	74
5138	g522.t2	10.3402572473509	-4.79896845424318	0.890469713852592	-5.38925510838609	7.07503157616768e-08	1.89675722615103e-06	10	4	4	0	0	16	5	28	2	2	0	2	30	0	19
5139	g5220.t1	88.9775391225919	2.2950989655543	0.540430993603264	4.24679374928515	2.16851411834e-05	0.000247969360202357	72	19	30	201	194	9	33	20	91	158	338	141	17	273	1
5140	g5222.t1	13820.8781336454	2.08981136169906	0.443611311175854	4.71090639271511	2.46617498110223e-06	3.98176833702588e-05	12769	1712	7757	39150	32770	2726	5534	2338	18666	25186	23039	26215	4119	50445	690
5141	g5223.t1	124.830127453287	0.974590176835113	0.219366378819334	4.44275089957047	8.88159708412619e-06	0.00011875979784615	114	50	63	194	250	66	112	24	203	133	238	209	96	341	60
5142	g5224.t1	43.1170262985668	1.06409898416129	0.289599143169274	3.67438581660206	0.000238422235904405	0.00183047021781114	45	6	30	74	77	28	27	9	75	42	105	52	28	135	27
5143	g523.t1	5.92970890417562	-4.54963365070601	1.48600276303492	-3.06165894430379	0.00220114094397896	0.0111317635163592	0	25	0	0	0	5	2	6	2	2	0	0	9	0	1
5144	g5234.t1	121.062437677143	1.55025997893156	0.478773339860323	3.23798309108822	0.00120377943902794	0.00686732074591894	59	91	58	175	203	55	24	16	296	191	220	314	63	310	7
5145	g5235.t1	299.033691222658	1.89375108120637	0.278109289814727	6.80937728641845	9.80221032496601e-12	6.97601382831052e-10	167	58	160	499	777	170	143	26	1019	390	379	660	132	853	69
5146	g5236.t1	206.232205834321	2.77452882597419	0.941033113931686	2.94838596527391	0.00319437967391385	0.0150698657316019	0	0	124	479	1114	57	127	0	293	252	146	535	35	727	73
5147	g5239.t1	1327.65392360566	-2.90831518332397	0.453454469979954	-6.41368731783047	1.42041394522659e-10	7.66350516333597e-09	671	141	1459	303	325	2396	1917	2465	575	404	472	269	2403	321	3197
5148	g5240.t1	40.101878756365	-6.64353945306593	1.1130129551218	-5.96896866518403	2.38757955775245e-09	9.49545656837761e-08	1	1	3	0	2	50	67	87	2	0	0	2	46	1	213
5149	g5241.t1	373.362842063093	-3.00178774439187	1.08134877419616	-2.77596628952884	0.00550379147055418	0.0231265417496959	6	38	4	307	8	564	2023	28	8	93	148	72	179	4	1836
5150	g5243.t1	111.387623159173	1.5275331615659	0.425623461366201	3.5889308278794	0.000332036919323046	0.00240000799568995	53	53	32	157	260	76	37	23	139	77	509	176	32	203	63
5151	g5247.t1	53.8964834326881	3.52962264305018	0.813802299969212	4.33719914920825	1.44309861572036e-05	0.000175994580333201	10	14	17	162	73	0	6	2	164	121	10	95	2	411	0
5152	g5248.t1	33.5012068694439	4.16694605630169	0.704734639886351	5.91278733932204	3.36366347012976e-09	1.28121230944115e-07	2	7	7	74	62	5	0	0	96	77	32	67	0	254	1
5153	g5258.t1	20.3767083305445	1.01587207029917	0.315675109515961	3.21809366553117	0.00129045669476091	0.00724604998472677	8	11	9	41	46	17	17	2	22	30	34	33	21	48	9
5154	g5262.t1	71.4875005044053	-1.84431249425036	0.454721542743915	-4.0559162495827	4.99381521419087e-05	0.000501816963116671	101	32	34	38	43	74	101	24	60	29	24	36	66	47	295
5155	g527.t1	894.780958323987	-7.31201152637758	0.851535850863666	-8.58685106324227	8.93853862939279e-18	2.07941164781627e-15	299	10	1012	16	1	685	257	4464	22	10	5	25	1596	17	504
5156	g5271.t1	322.755301676771	-0.942694039971684	0.316413993327512	-2.97930578245927	0.00288902312404718	0.0139331286867501	243	67	407	211	180	471	480	283	372	175	485	231	454	305	457
5157	g5272.t1	325.164801883388	-1.40649750084923	0.33477380791511	-4.20133674617065	2.65343557757765e-05	0.000294178720136644	375	53	577	245	254	375	333	362	284	195	89	228	646	303	404
5158	g5273.t1	78.7783772867069	1.04143780964759	0.299118612877415	3.48168841660946	0.000498263102828197	0.0033457238453408	79	18	18	98	159	98	67	15	185	104	115	154	49	197	34
5159	g5275.t1	60.8558889308656	-10.0393037656157	2.99335094031925	-3.3538679445802	0.000796903847631502	0.00491063069491286	0	364	56	0	1	1329	0	0	0	0	0	0	0	0	0
5160	g528.t1	1994.00305526523	-6.14761378775811	0.741584098155093	-8.28984036072523	1.1340056463952e-16	2.07917052201358e-14	685	43	3682	45	28	1374	672	8931	84	82	38	124	2811	70	1747
5161	g5281.t1	26.6702497608057	-5.11269807002438	1.23204918147119	-4.14975160644098	3.32836256879748e-05	0.000354899577012979	1	9	0	4	0	33	101	2	1	1	0	6	12	0	182
5162	g5282.t1	601.910452472588	-0.756931005999241	0.29230521355569	-2.58952276899786	0.00961090667806388	0.0354772165125255	876	99	1017	569	666	629	595	522	542	444	669	496	751	586	577
5163	g5285.t1	828.267336422291	-1.37680535246252	0.34061174463197	-4.04215466483739	5.29622787625365e-05	0.000527016996098801	782	171	1712	550	629	670	862	1145	819	535	352	489	1289	755	943
5164	g5286.t1	194.537988929647	2.39763670773127	0.369396977515751	6.49067765485177	8.54511350209539e-11	4.90380717819188e-09	99	54	97	403	454	28	50	18	505	314	303	515	32	691	31
5165	g5287.t1	108.130538918366	0.779291736775368	0.296230720178271	2.63069183475094	0.00852112634317635	0.0323429067429158	42	28	37	130	235	72	142	32	126	159	197	140	101	312	111
5166	g529.t1	1994.00305526523	-6.14761378775811	0.741584098155093	-8.28984036072523	1.1340056463952e-16	2.07917052201358e-14	685	43	3682	45	28	1374	672	8931	84	82	38	124	2811	70	1747
5167	g5292.t1	55.9703689647249	0.952196874408457	0.224276382350216	4.24564042111918	2.17969949319986e-05	0.000249116738168933	52	12	41	86	109	31	48	17	93	77	95	102	56	135	15
5168	g5298.t1	44.8606946506991	-2.50815076462976	0.651746854412949	-3.84835116218387	0.000118915510911962	0.00103405831132649	16	52	2	8	16	245	49	15	17	23	26	5	84	22	51
5169	g5299.t1	94.1449505077373	-1.79152521119378	0.435888597023481	-4.11005294340671	3.95568412247941e-05	0.000410874021275704	56	21	65	54	68	92	97	148	66	62	19	33	236	75	210
5170	g530.t1	1977.22680923062	-4.74293800518561	0.698625009447803	-6.7889610893467	1.12943895120348e-11	8.00888227971906e-10	464	44	3559	97	150	2084	858	7379	322	152	100	237	5411	175	1372
5171	g5300.t1	144.42382103583	-0.524768077786786	0.202006566261167	-2.59777732723961	0.0093829317948565	0.0348497389496516	141	46	158	148	170	156	115	105	188	137	105	123	231	211	188
5172	g5302.t1	10.3687480373945	-1.6959423721908	0.668036329330804	-2.53869781885917	0.0111265880426383	0.0398196295758503	8	11	4	6	7	10	9	20	6	10	0	9	3	3	19
5173	g5306.t1	21.4625907389566	-0.828146679109729	0.331599244036903	-2.49743234944639	0.0125096331749971	0.0436173914167707	33	10	14	15	14	37	20	19	21	19	35	11	34	22	15
5174	g5308.t1	2076.79766651491	-1.71239330429897	0.473533953483523	-3.61619962349449	0.000298959861028754	0.00221128088661781	2388	295	1752	1494	1036	1117	1441	4353	1030	552	1620	1190	3820	1598	3866
5175	g5309.t1	147.158189559858	-1.47468056720936	0.436056905058942	-3.3818534922868	0.000719985325323933	0.0045347547346094	182	28	133	137	66	74	125	286	115	51	87	95	231	141	241
5176	g5310.t1	6.38823618753837	-6.38480503354737	1.45362777262551	-4.392324605917	1.12145093256428e-05	0.000143906233250463	1	7	2	0	0	1	0	23	0	0	0	0	15	0	13
5177	g5314.t1	110.809236936503	0.836536455971725	0.235885822049796	3.54636174697744	0.000390589630401706	0.00274236590482845	81	44	85	215	182	108	82	16	151	118	219	184	83	252	59
5178	g5325.t1	2.97393667892418	2.53459893311228	0.909091453183516	2.78805715776609	0.00530251874353023	0.0224852985135783	2	0	2	2	6	1	0	1	4	2	15	11	0	8	0
5179	g5333.t1	15.380229150901	-1.67590211433569	0.659384047759987	-2.54161762030633	0.0110340813625233	0.0395694265337629	11	43	17	8	9	6	6	13	7	10	12	9	5	6	7
5180	g5335.t1	987.898759474513	0.583300738830277	0.230421775917552	2.53144797841933	0.011359266611925	0.040420679794243	771	495	1046	1382	1082	761	646	332	1531	1389	2096	1616	704	1712	476
5181	g5343.t1	96.4052674835353	1.28089680951552	0.4307077193841	2.9739351116046	0.00294007241000141	0.0141446445609029	98	38	76	143	265	52	49	11	163	246	33	162	31	303	28
5182	g535.t2	78.5992208233033	-10.0239995948542	2.12105311928767	-4.72595405730369	2.29037432486072e-06	3.75895830845843e-05	1	0	1	0	0	720	176	0	0	0	0	0	286	0	69
5183	g5352.t1	2.91671463479078	-4.34667076703747	1.28103850308972	-3.39308362438272	0.000691105366623315	0.00438863064481814	1	6	2	1	0	1	0	2	0	0	1	0	4	0	13
5184	g536.t1	7.69651485062349	-5.8444218160369	1.24784518684856	-4.6836112986075	2.81864290953439e-06	4.43929575261593e-05	2	3	0	0	0	46	17	1	0	1	0	0	40	1	7
5185	g5363.t1	879.777439303696	1.2951658810381	0.447856232431282	2.89192331656751	0.00382891389157902	0.0174286875750709	1230	164	82	916	2958	414	305	474	2123	1681	1285	1288	419	1505	318
5186	g5369.t2	31.2336672113227	-5.29362614940942	1.89437110627902	-2.79439764039017	0.0051996498813675	0.0221838740255149	32	123	0	0	0	11	0	53	14	0	0	0	25	0	0
5187	g537.t1	80.121233156109	-6.86198123042808	1.17355522273786	-5.84717369704967	4.9999533687453e-09	1.81195965046574e-07	1	7	1	2	0	591	224	3	2	2	0	0	321	7	98
5188	g5370.t1	21.9977175000256	-1.7353385166267	0.586620751476164	-2.95819490234519	0.00309446399635334	0.0147140062771658	8	35	15	17	11	66	22	12	4	25	10	13	14	3	28
5189	g5379.t1	124.930036838131	-0.623749922717769	0.225372169853048	-2.76764395144475	0.00564631037225131	0.0235507855993169	183	36	159	143	105	138	114	79	153	131	79	135	205	134	120
5190	g538.t1	3742.29290352578	-0.727084927498764	0.278141082565213	-2.61408678212177	0.0089466308859181	0.0335878396066564	4702	994	3086	3722	3165	2779	3246	4451	3936	3349	3479	3350	6877	4141	4101
5191	g5380.t1	139.275676615284	0.871860659656711	0.259620392128402	3.35821332257102	0.000784480465122657	0.00484505705478981	131	24	110	166	324	99	128	64	273	193	145	188	70	462	58
5192	g5383.t1	79.4984217120812	0.821639804282327	0.315350623795603	2.60548019342076	0.00917455778798003	0.034204990133198	74	16	78	72	154	66	91	21	169	117	193	108	42	127	24
5193	g5385.t2	84.0323181695484	-2.87349537778937	1.08201399117659	-2.65569151713529	0.00791459778631162	0.0305935899779975	0	20	208	10	0	241	131	30	64	59	0	18	475	25	7
5194	g5397.t1	16.7385346686674	1.11203128462035	0.375604529077109	2.96064397134055	0.00306996598085823	0.014642573632246	11	9	11	23	56	12	12	3	27	23	11	31	10	48	4
5195	g5398.t1	4.20575963610532	-3.99665915048675	1.13930997924758	-3.50796466570601	0.000451549020136596	0.0030788726916657	5	11	2	0	0	6	6	0	0	2	0	2	3	0	10
5196	g54.t1	8.25318172332222	-1.71111998822583	0.643776264829735	-2.65794202381534	0.0078619416431517	0.0304553460070881	6	17	19	2	8	3	8	4	1	6	6	4	9	6	3
5197	g5404.t1	141.199539979452	1.72025394062054	0.302674585173369	5.68350969948532	1.31958236686472e-08	4.3017206493089e-07	82	29	67	211	239	74	90	25	250	189	586	271	72	253	33
5198	g5426.t1	24.9575130480603	1.5759078818543	0.544314661337992	2.89521483397218	0.00378899119760312	0.017276043110673	14	6	10	19	12	5	29	11	111	32	68	35	8	89	2
5199	g543.t1	158.165880379959	1.14735093142908	0.368212365930568	3.11600325678749	0.0018332024782204	0.00958558685432758	79	71	32	272	206	72	133	35	542	263	87	305	185	410	76
5200	g5436.t1	12.1017247542857	-2.43433186817362	0.951321700895753	-2.5588945000219	0.010500560292153	0.0381273923833839	4	31	2	2	0	15	43	1	2	3	5	6	24	18	0
5201	g5457.t1	3.75689572876936	-3.92705813308906	1.08953045825079	-3.60435828420421	0.000312925136280116	0.00229030288343041	9	5	2	1	0	6	6	8	2	0	0	0	0	1	2
5202	g546.t1	153.096465669059	0.971557722708887	0.244328554878877	3.97643952500978	6.99547782614585e-05	0.00066351233129621	161	55	93	213	305	69	123	63	369	214	194	252	77	375	50
5203	g5478.t1	2.80191772612185	-4.7304630526634	1.74213741926427	-2.71532142089063	0.0066211474527134	0.026695587987226	4	13	1	0	0	0	0	0	0	0	0	1	2	0	3
5204	g548.t1	4.23431530983716	-4.5849676755066	1.61200167818978	-2.84426979049758	0.00445133393264856	0.0195780869349159	3	20	0	0	0	6	2	1	0	0	0	0	3	3	0
5205	g5492.t1	5.58870276126275	-3.19299644947287	1.13189115880898	-2.8209394733966	0.00478832363924726	0.0207897615763826	1	20	5	1	3	12	1	1	0	0	0	5	6	0	3
5206	g5493.t1	108.167578989905	-2.0930451750626	0.522968032135023	-4.00224305588569	6.27447921379355e-05	0.000609557062372804	33	51	29	27	50	176	319	45	68	74	38	30	121	81	397
5207	g5494.t1	27.4359807861832	-2.78642183243656	0.92642501819577	-3.00771436188454	0.00263220413237112	0.012875364323728	2	99	11	9	2	19	7	1	3	10	22	8	23	1	59
5208	g5496.t1	60.1148134232175	-1.20644719089138	0.45840498328422	-2.63183698887357	0.00849245989802032	0.0322737343920024	19	113	63	42	27	95	47	18	39	53	32	49	73	86	52
5209	g5497.t1	99.0239962354443	-2.47265260422689	0.558681189832003	-4.4258740928264	9.60525393883138e-06	0.000127067061685286	33	29	26	18	26	418	150	104	25	88	28	45	311	23	109
5210	g5498.t1	60.2917258925844	1.74286094360853	0.520410647459831	3.34901092457579	0.000811005978679722	0.00498186097351953	57	19	7	58	99	12	9	37	105	103	178	125	11	228	13
5211	g5504.t1	6.75938032647653	2.09262898693055	0.77155193405937	2.71223347976149	0.00668315009475244	0.0268804521844151	2	61	3	4	14	7	2	1	53	16	2	9	1	8	0
5212	g5505.t1	493.289364845088	-2.77551646374057	0.547033085358792	-5.07376343045164	3.90023896548504e-07	8.11362211714123e-06	1030	95	842	97	54	251	420	1151	340	235	143	94	305	115	833
5213	g5507.t1	18.2237501400609	-2.38935384769398	0.921406069667469	-2.59316052536563	0.00950983717589651	0.035200227083066	2	65	1	11	2	12	22	3	10	6	0	2	27	24	15
5214	g5508.t1	32.7780850965573	1.18084974474234	0.338577745532751	3.48767679010998	0.000487236685240789	0.00328493788880787	19	14	11	48	110	32	18	7	71	36	29	58	12	83	23
5215	g551.t1	67.5465064190823	1.06887741538135	0.282127855876536	3.78862772008272	0.000151481710719895	0.00126032438680997	76	21	31	80	103	61	33	13	128	116	184	96	42	145	30
5216	g5516.t1	40.9637252668598	-1.95888556074006	0.577451884298727	-3.3922922653876	0.000693104662167194	0.00439358903193298	31	87	27	16	13	21	12	26	28	20	3	33	77	38	68
5217	g5518.t1	40.9877564226658	0.871962353253835	0.27854348109406	3.13043532675384	0.00174547428338485	0.00924665429016438	38	12	9	71	65	52	33	13	75	45	68	85	28	86	20
5218	g5525.t1	3.42406256787792	-4.12680374551298	1.62941038005953	-2.53269759172776	0.0113188556075189	0.0403233066143044	3	15	6	0	0	0	3	0	1	2	0	0	1	0	0
5219	g5526.t1	3.90575216636727	-4.78505426919843	1.52480154313464	-3.13814888943611	0.00170018490832798	0.0090756231166237	2	19	2	0	1	0	0	2	0	0	0	0	1	1	3
5220	g5539.t1	193.578791831367	-0.64726098720957	0.224054739652536	-2.88885201988293	0.00386650983759255	0.0175518129115222	310	83	190	222	177	186	185	162	188	136	203	177	164	251	237
5221	g554.t1	8.93494552583448	-3.36392539903068	1.17274964347213	-2.86840880127765	0.00412542113006626	0.018425575175265	0	33	1	3	0	8	22	0	2	1	0	1	3	8	12
5222	g5540.t1	1711.41433366575	-3.91794629328316	0.665982842752889	-5.88295379665945	4.03008457566883e-09	1.49299451703074e-07	262	81	475	228	315	1701	1577	5435	189	239	305	200	4130	360	4572
5223	g5549.t1	506.733419420498	-2.62884516652005	0.558572152960099	-4.70636631738396	2.52171216800689e-06	4.05630057656722e-05	184	48	311	308	139	2688	1102	169	131	155	190	133	953	119	1003
5224	g5550.t1	21.4645616934257	-2.14272607718227	0.86999155640947	-2.46292744038285	0.0137807801365844	0.0470709154175882	33	6	0	16	13	126	50	3	5	12	0	7	50	18	3
5225	g5554.t1	133.009812691065	-1.34170091118606	0.42662683012376	-3.14490514062803	0.00166140691200128	0.00889056110342509	69	32	77	93	111	305	469	136	149	102	46	80	130	84	102
5226	g5559.t1	5.19453848476715	-2.03089380603943	0.686006408291803	-2.9604589424995	0.00307181062780862	0.0146449147052974	3	10	3	3	1	8	7	3	0	6	1	3	12	3	3
5227	g5561.t1	54.8226295384875	-1.9347957658207	0.561034584957453	-3.44862120392707	0.000563456529676161	0.0037064098569607	32	28	19	20	29	112	101	66	42	20	0	49	173	47	51
5228	g5562.t1	12.3073357904749	2.28333406168714	0.546197884502316	4.18041542538683	2.90977021113135e-05	0.000316983275517758	3	71	6	21	39	7	1	0	12	14	56	22	4	26	4
5229	g5564.t1	201.181127003462	1.19426776401672	0.329000303319819	3.6299898570482	0.000283432357180399	0.00212181973965326	152	123	134	331	412	91	88	42	365	217	330	454	113	546	40
5230	g5574.t2	15.1207106633955	-4.26247400355354	1.55554499271997	-2.74018046633311	0.00614054576413765	0.0251658851311078	1	21	0	1	1	1	159	0	0	4	0	6	0	0	12
5231	g5587.t1	123.872842486646	1.95357277552208	0.794376786620107	2.45925209349846	0.0139226815962438	0.0474641346002208	1	24	19	347	25	81	127	4	315	469	5	369	72	312	61
5232	g5588.t1	58.0491461962309	-1.40807971337299	0.561190664600354	-2.50909325866234	0.0121041523498466	0.0425050050460852	36	68	15	62	23	65	136	5	38	35	36	33	34	51	169
5233	g5589.t1	58.0509873307073	-4.59373297178246	1.57485207742261	-2.91692981051308	0.00353495310828221	0.016359082459398	6	35	0	0	0	263	259	0	0	8	0	29	57	0	169
5234	g5591.t1	15.4645596622109	1.68796906120293	0.523499330991164	3.2243958325735	0.00126238774075929	0.00710873471403625	7	47	1	17	40	23	8	2	37	47	17	27	3	40	2
5235	g5593.t1	5241.7797954309	-1.00470690738973	0.227170185006065	-4.42270585536087	9.74724037244084e-06	0.00012842968663688	5805	1542	6363	4237	4326	6805	5006	6077	4521	4590	3585	4240	6749	5641	6616
5236	g5597.t1	15.6365516964858	-3.09223128228386	0.977895829686712	-3.16212748680451	0.00156620979733493	0.00848434366337568	3	35	3	7	2	78	8	0	1	0	3	12	9	2	29
5237	g5598.t1	45.0670401551822	-1.88537619028171	0.549263775552137	-3.43255148837455	0.000597930336372263	0.00389499987462093	13	48	4	11	16	144	98	30	33	16	22	38	42	36	74
5238	g5607.t1	9.4538260258823	-2.97334933927884	1.06304728840818	-2.79700571338757	0.00515786211782338	0.0220466234903397	5	27	2	3	2	913	1	2	4	0	0	8	55	1	1
5239	g5608.t1	236.134352966192	0.903021337527538	0.241635457632832	3.73712263247263	0.000186138152484546	0.00149151812185302	172	68	176	398	471	213	198	49	507	447	147	407	167	516	127
5240	g5610.t1	19.496842552813	1.80779263385781	0.448472538633806	4.03099962232901	5.55401329460525e-05	0.000549722913937036	6	2	3	14	44	8	15	6	63	43	32	32	3	70	17
5241	g5619.t1	1692.56724051044	-1.66756925971486	0.460441465634993	-3.62167481465885	0.000292701909316412	0.00217762994239575	688	185	1507	705	1220	2432	1723	3528	1027	646	805	921	3531	2177	2344
5242	g5622.t1	132.477773303665	2.94875587831023	0.390595111997404	7.5493926773201	4.37292565342815e-14	5.03235353786798e-12	32	14	19	153	387	44	44	21	136	136	332	343	34	952	10
5243	g5625.t1	9.9105187226496	-3.41885088156592	0.937414687492075	-3.64710616036174	0.000265210370305591	0.001999939477714	0	19	5	1	3	44	16	1	0	3	0	1	15	8	13
5244	g5628.t1	239.62865234204	-1.39978591534606	0.448364801691635	-3.12197993701737	0.00179639180286064	0.00945158965342655	237	28	185	269	70	418	295	257	146	131	275	75	741	162	262
5245	g5629.t1	12.096586157998	-1.36082364252575	0.483603069607013	-2.81392680909074	0.00489403697921069	0.0211511166690418	6	207	13	12	14	24	24	10	15	5	1	3	29	12	9
5246	g5631.t1	9.22801517060701	2.47749039865484	0.629138400794543	3.93790999806403	8.21944110567064e-05	0.00075735778671714	3	3	1	7	28	6	3	0	6	14	43	29	3	19	1
5247	g5633.t1	238.898956496059	-0.759531236248075	0.244986541070132	-3.10029780791364	0.00193326155522585	0.0100471087550592	211	82	146	127	219	262	358	206	209	201	269	207	466	399	295
5248	g5645.t1	1.35167360523876	-3.21385507156227	1.29951706472585	-2.47311494308102	0.0133941055862161	0.045979601316301	1	33	3	0	1	3	1	4	0	0	0	0	3	1	0
5249	g565.t1	1.5770648987921	-4.39116766859443	1.63116151048523	-2.69204958575081	0.00710143860767724	0.0281649569435449	1	1	0	0	0	2	4	0	0	0	0	0	1	0	11
5250	g566.t1	8.39436737818149	-6.79705326715235	2.11960675083894	-3.20675203759474	0.00134242652863051	0.00747195178407443	0	5	0	0	0	11	19	0	0	0	0	0	0	0	69
5251	g5661.t1	40.224683011345	1.62831195183092	0.370200391876209	4.39846090810031	1.09021258526343e-05	0.000140230376231714	18	7	28	64	64	9	34	10	66	32	126	97	26	134	8
5252	g5664.t1	144.903917897125	-1.32761416420396	0.268826069588859	-4.93856182264765	7.87008288033243e-07	1.48966966855636e-05	165	40	112	62	102	354	214	125	129	84	68	118	213	200	191
5253	g567.t1	127.415719230012	-2.10003085693276	0.320053541660495	-6.56149857313695	5.3269685238522e-11	3.18367303904813e-09	68	66	164	35	75	189	151	198	57	61	78	45	211	70	215
5254	g568.t1	2455.65394808972	-1.14858998807759	0.332600982796834	-3.45335716815724	0.000553655413395317	0.00365081830807915	2904	462	3788	1708	2142	2648	1829	3664	1814	1624	2172	1731	2930	2381	2927
5255	g5681.t1	7.27280322693124	-4.07731477025189	1.27273905074959	-3.20357481594559	0.00135732768249062	0.00754088310745175	2	11	0	0	0	55	6	1	0	5	0	0	5	2	10
5256	g5683.t1	77.6571613459187	1.86203429234302	0.560428273971289	3.32252025606833	0.000892081940997277	0.00537185531623698	15	58	4	72	223	25	19	22	182	132	254	171	20	85	20
5257	g5684.t1	541.583926846872	1.21549875852761	0.334112144228196	3.63799634202292	0.000274767326713084	0.00206409413661027	684	126	314	349	1415	195	290	191	988	1186	936	1052	234	1221	187
5258	g5688.t2	1300.51661676544	-1.87178214061156	0.48846908354526	-3.83193574304918	0.000127138949817107	0.00109152824575124	960	194	749	589	672	855	1189	3372	855	681	423	599	1940	1233	2426
5259	g5689.t1	337.11558165071	-1.05982964440876	0.280551384541548	-3.77766677623296	0.000158304493424513	0.00130473055818642	196	199	399	155	355	263	375	351	308	170	268	268	729	492	384
5260	g5691.t1	298.479325305941	-2.67943392837955	0.5745742245156	-4.66333819732076	3.11120821761344e-06	4.82170413954632e-05	85	31	129	124	78	319	348	915	94	69	69	103	863	179	333
5261	g5697.t1	43.5562414424012	1.29729469612533	0.361516911186672	3.58847582500908	0.000332616828774693	0.0024007220476969	30	29	14	71	99	29	23	4	76	53	54	115	28	118	10
5262	g570.t1	5.94238318813599	1.38785669138345	0.563206185901214	2.46420711655123	0.0137316737324405	0.0469402371940827	1	3	2	8	19	6	7	0	10	13	4	10	1	19	3
5263	g5702.t1	35.652719733641	1.25018501624001	0.365134276403917	3.42390484002942	0.000617282321817726	0.00400086969218889	27	7	32	83	62	33	20	2	78	27	81	71	19	66	14
5264	g5703.t1	297.233090388389	-1.18213752467023	0.342914898681012	-3.44732039703495	0.000566176709885939	0.00372064873651347	293	50	414	257	223	235	341	399	325	212	120	185	577	315	363
5265	g5705.t1	117.491676265985	1.13237558914037	0.275592187739227	4.10888130911699	3.97580332268273e-05	0.00041254918410667	64	61	106	202	161	52	74	24	248	175	199	260	60	257	42
5266	g5708.t1	83.6860592725388	-0.874712874416046	0.260813579810866	-3.35378577699198	0.000797140513082226	0.00491063069491286	92	21	80	62	89	103	86	86	115	53	64	76	129	69	116
5267	g5709.t1	149.253102862871	-1.12900034288567	0.246675076178564	-4.57687237955247	4.71979189963674e-06	6.9322944839539e-05	126	55	132	104	134	220	161	179	157	127	73	98	246	146	200
5268	g5712.t1	482.798690143474	-2.5595421418515	0.566689528418727	-4.51665685263951	6.28235863577678e-06	8.85464684593034e-05	327	87	163	75	195	536	498	627	215	203	355	48	2250	88	1094
5269	g5714.t1	2.14821436872738	-4.35158450348247	1.65590468684316	-2.62791967318987	0.00859087992758056	0.0325619634255791	0	6	0	0	0	2	5	0	0	0	0	1	1	0	8
5270	g5719.t1	233.511044271313	-0.846801731675046	0.261973095543686	-3.23239960927147	0.0012275525999045	0.00696514568553207	410	95	295	161	174	193	219	251	170	180	232	233	278	371	171
5271	g5724.t1	3.0253375084158	-4.41418884412955	1.32484917727632	-3.33184253712896	0.000862730556560594	0.00524315822504785	0	9	1	0	0	5	3	0	0	1	0	0	5	1	8
5272	g5725.t2	6.99400973091758	-3.43850099395504	1.20879922325332	-2.84455923515635	0.00444729158417255	0.0195642849580263	0	6	0	0	3	21	26	0	1	3	0	0	33	4	8
5273	g5728.t1	107.100333625775	-1.09866636143452	0.3045249680875	-3.60780388003795	0.00030879976375648	0.00226778102134129	113	40	103	94	91	153	149	128	83	106	21	81	143	142	112
5274	g5744.t1	13.1635286629516	-3.27115235613655	1.14784221124685	-2.84982754954031	0.00437429391597291	0.0193183493350822	5	54	4	1	0	25	2	0	2	6	0	1	22	14	1
5275	g5751.t1	2.65411894784153	-3.78675228874789	1.49886881949443	-2.52640674053461	0.011523597911406	0.0408776915581685	2	3	0	0	0	9	4	0	2	0	0	1	0	0	13
5276	g5752.t1	4.21549500460043	-5.80547035850896	2.09308277253854	-2.77364585609194	0.00554319853311334	0.0232341935884824	0	3	0	0	0	20	12	0	0	0	0	0	0	0	21
5277	g5768.t1	117.796885984748	-2.5854525639659	0.505917748914228	-5.11042075419306	3.21442122423362e-07	6.82167480725641e-06	60	23	64	30	21	167	150	324	49	48	67	27	255	47	145
5278	g5770.t1	313.842216991648	-3.00049069433729	0.570833554840642	-5.25633202339504	1.46956877166204e-07	3.54449502507339e-06	147	30	126	51	73	504	658	443	131	186	39	52	527	60	1144
5279	g5771.t1	90.6225112293495	-1.0527452339364	0.396575515332162	-2.6545895882015	0.00794049513964178	0.0306553555221538	33	27	62	46	63	332	88	63	75	105	66	77	128	94	122
5280	g5772.t1	166.533929993291	-1.59485392033066	0.402351876365871	-3.96382871315458	7.37571834455256e-05	0.00069410033225052	102	21	116	71	103	221	244	236	169	94	65	109	432	132	284
